,epoch,LR,mAP,Batch_Size
83,4.0,0.005,0.715,BS_8
84,5.0,0.005,0.732,BS_8
85,6.0,0.005,0.745,BS_8
86,7.0,0.005,0.744,BS_8
87,8.0,0.005,0.729,BS_8
88,9.0,0.005,0.741,BS_8
89,10.0,0.005,0.746,BS_8
90,1.0,0.01,0.701,BS_2
91,2.0,0.01,0.727,BS_2
92,3.0,0.01,0.733,BS_2
93,4.0,0.01,0.753,BS_2
94,5.0,0.01,0.741,BS_2
95,6.0,0.01,0.75,BS_2
96,7.0,0.01,0.736,BS_2
97,8.0,0.01,0.736,BS_2
98,9.0,0.01,0.741,BS_2
99,10.0,0.01,0.734,BS_2
100,1.0,0.01,0.696,BS_4
101,2.0,0.01,0.723,BS_4
102,3.0,0.01,0.735,BS_4
103,4.0,0.01,0.744,BS_4
104,5.0,0.01,0.742,BS_4
105,6.0,0.01,0.741,BS_4
106,7.0,0.01,0.735,BS_4
107,8.0,0.01,0.722,BS_4
108,9.0,0.01,0.756,BS_4
109,10.0,0.01,0.729,BS_4
110,1.0,0.01,0.511,BS_8
111,2.0,0.01,0.693,BS_8
112,3.0,0.01,0.709,BS_8
113,4.0,0.01,0.73,BS_8
114,5.0,0.01,0.739,BS_8
115,6.0,0.01,0.738,BS_8
116,7.0,0.01,0.755,BS_8
117,8.0,0.01,0.757,BS_8
118,9.0,0.01,0.757,BS_8
119,10.0,0.01,0.746,BS_8
120,1.0,0.05,0.7,BS_2
121,2.0,0.05,0.724,BS_2
122,3.0,0.05,0.724,BS_2
123,4.0,0.05,0.715,BS_2
124,5.0,0.05,0.725,BS_2
125,6.0,0.05,0.733,BS_2
126,7.0,0.05,0.698,BS_2
127,8.0,0.05,0.721,BS_2
128,9.0,0.05,0.717,BS_2
129,10.0,0.05,0.708,BS_2
130,1.0,0.05,0.709,BS_4
131,2.0,0.05,0.688,BS_4
132,3.0,0.05,0.722,BS_4
133,4.0,0.05,0.745,BS_4
134,5.0,0.05,0.741,BS_4
135,6.0,0.05,0.744,BS_4
136,7.0,0.05,0.724,BS_4
137,8.0,0.05,0.723,BS_4
138,9.0,0.05,0.743,BS_4
139,10.0,0.05,0.735,BS_4
140,1.0,0.05,0.699,BS_8
141,2.0,0.05,0.717,BS_8
142,3.0,0.05,0.733,BS_8
143,4.0,0.05,0.73,BS_8
144,5.0,0.05,0.758,BS_8
145,6.0,0.05,0.733,BS_8
146,7.0,0.05,0.743,BS_8
147,8.0,0.05,0.705,BS_8
148,9.0,0.05,0.707,BS_8
149,10.0,0.05,0.748,BS_8
150,1.0,4e-05,0.151,BS_2
151,2.0,4e-05,0.267,BS_2
152,3.0,4e-05,0.353,BS_2
153,4.0,4e-05,0.41,BS_2
154,5.0,4e-05,0.463,BS_2
155,6.0,4e-05,0.509,BS_2
156,7.0,4e-05,0.546,BS_2
157,8.0,4e-05,0.576,BS_2
158,9.0,4e-05,0.595,BS_2
159,10.0,4e-05,0.613,BS_2
160,1.0,4e-05,0.002,BS_4
161,2.0,4e-05,0.171,BS_4
162,3.0,4e-05,0.213,BS_4
163,4.0,4e-05,0.27,BS_4
164,5.0,4e-05,0.319,BS_4
165,6.0,4e-05,0.361,BS_4
166,7.0,4e-05,0.394,BS_4
167,8.0,4e-05,0.431,BS_4
168,9.0,4e-05,0.462,BS_4
169,10.0,4e-05,0.482,BS_4
170,1.0,4e-05,0.0,BS_8
171,2.0,4e-05,0.0,BS_8
172,3.0,4e-05,0.0,BS_8
173,4.0,4e-05,0.067,BS_8
174,5.0,4e-05,0.155,BS_8
175,6.0,4e-05,0.192,BS_8
176,7.0,4e-05,0.221,BS_8
177,8.0,4e-05,0.25,BS_8
178,9.0,4e-05,0.28,BS_8
179,10.0,4e-05,0.306,BS_8
