,epoch,LR,mAP,Batch_Size
124,5.0,0.05,0.697,BS_2
125,6.0,0.05,0.717,BS_2
126,7.0,0.05,0.696,BS_2
127,8.0,0.05,0.7,BS_2
128,9.0,0.05,0.758,BS_2
129,10.0,0.05,0.754,BS_2
130,1.0,0.05,0.692,BS_4
131,2.0,0.05,0.683,BS_4
132,3.0,0.05,0.684,BS_4
133,4.0,0.05,0.718,BS_4
134,5.0,0.05,0.731,BS_4
135,6.0,0.05,0.742,BS_4
136,7.0,0.05,0.715,BS_4
137,8.0,0.05,0.721,BS_4
138,9.0,0.05,0.762,BS_4
139,10.0,0.05,0.761,BS_4
140,1.0,0.05,0.647,BS_8
141,2.0,0.05,0.713,BS_8
142,3.0,0.05,0.723,BS_8
143,4.0,0.05,0.717,BS_8
144,5.0,0.05,0.719,BS_8
145,6.0,0.05,0.731,BS_8
146,7.0,0.05,0.728,BS_8
147,8.0,0.05,0.737,BS_8
148,9.0,0.05,0.77,BS_8
149,10.0,0.05,0.767,BS_8
150,1.0,4e-05,0.209,BS_2
151,2.0,4e-05,0.358,BS_2
152,3.0,4e-05,0.468,BS_2
153,4.0,4e-05,0.557,BS_2
154,5.0,4e-05,0.592,BS_2
155,6.0,4e-05,0.622,BS_2
156,7.0,4e-05,0.639,BS_2
157,8.0,4e-05,0.648,BS_2
158,9.0,4e-05,0.648,BS_2
159,10.0,4e-05,0.647,BS_2
160,1.0,4e-05,0.115,BS_4
161,2.0,4e-05,0.206,BS_4
162,3.0,4e-05,0.286,BS_4
163,4.0,4e-05,0.361,BS_4
164,5.0,4e-05,0.422,BS_4
165,6.0,4e-05,0.476,BS_4
166,7.0,4e-05,0.521,BS_4
167,8.0,4e-05,0.558,BS_4
168,9.0,4e-05,0.563,BS_4
169,10.0,4e-05,0.567,BS_4
170,1.0,4e-05,0.007,BS_8
171,2.0,4e-05,0.086,BS_8
172,3.0,4e-05,0.159,BS_8
173,4.0,4e-05,0.204,BS_8
174,5.0,4e-05,0.253,BS_8
175,6.0,4e-05,0.292,BS_8
176,7.0,4e-05,0.328,BS_8
177,8.0,4e-05,0.359,BS_8
178,9.0,4e-05,0.362,BS_8
179,10.0,4e-05,0.365,BS_8
